rank,strategy_id,tier,instrument,timeframe,total_trades,qualified,composite_score,net_profit,sharpe_ratio,profit_factor,max_drawdown_pct,win_rate,status
1,factory_hyb_stoch_trend_v1,hybrid_gen1,EURUSD,H4,74,0,0.6771,2134.08,3.506,1.57,3.0,0.5,ok
2,factory_hyb_macd_ema_trend_v1,hybrid_gen1,USDJPY,H4,83,1,0.6574,359.86,3.485,1.678,0.9,0.434,ok
3,factory_hyb_macd_rsi_v1,hybrid_gen1,USDJPY,H4,98,1,0.6226,321.71,2.792,1.535,0.9,0.418,ok
4,factory_hyb_donchian_adx_v1,hybrid_gen1,USDCHF,H4,83,1,0.61,1932.03,2.623,1.433,7.73,0.47,ok
5,factory_trad_roc_momentum_v1,traditional_gen1,NZDUSD,H1,6,0,0.5874,367.32,8.082,3.508,1.39,0.667,ok
6,factory_trad_cci_meanrev_v1,traditional_gen1,EURUSD,H4,243,1,0.5441,3489.11,1.873,1.242,12.73,0.531,ok
7,factory_trad_rsi_meanrev_v1,traditional_gen1,AUDUSD,H1,304,1,0.5403,4160.49,1.631,1.215,12.57,0.477,ok
8,factory_hyb_psar_macd_v1,hybrid_gen1,USDJPY,H4,79,0,0.5248,197.19,1.872,1.312,1.17,0.38,ok
9,factory_hyb_donchian_adx_v1,hybrid_gen1,NZDUSD,H4,82,1,0.5212,1352.13,1.981,1.316,7.73,0.439,ok
10,factory_trad_sma_trend_v1,traditional_gen1,USDJPY,H4,279,1,0.5151,453.93,1.484,1.298,1.21,0.294,ok
11,factory_hyb_macd_ema_trend_v1,hybrid_gen1,EURUSD,H4,95,1,0.5109,1395.62,1.75,1.267,6.58,0.379,ok
12,factory_hyb_ema_rsi_pullback_v1,hybrid_gen1,GBPUSD,H4,2,0,0.5059,94.82,3.661,1.93,1.0,0.5,ok
13,factory_trad_macd_cross_v1,traditional_gen1,USDJPY,H4,217,1,0.5021,315.2,1.419,1.258,1.15,0.378,ok
14,factory_trad_sma_crossover_v1,traditional_gen1,EURUSD,H1,430,1,0.4931,4127.2,1.141,1.168,13.94,0.388,ok
15,factory_hyb_macd_rsi_v1,hybrid_gen1,USDCAD,H4,57,0,0.49,960.25,2.16,1.382,7.27,0.386,ok
16,factory_hyb_bb_rsi_v1,hybrid_gen1,USDCAD,H4,49,0,0.4861,1057.64,2.784,1.394,10.57,0.51,ok
17,factory_hyb_macd_rsi_v1,hybrid_gen1,EURUSD,H4,108,1,0.4776,1420.47,1.63,1.257,6.86,0.37,ok
18,factory_trad_macd_zero_v1,traditional_gen1,USDJPY,H4,214,1,0.4736,338.23,1.279,1.226,2.04,0.374,ok
19,factory_trad_sr_breakout_v1,traditional_gen1,USDJPY,H4,90,1,0.4728,165.62,1.319,1.21,0.97,0.4,ok
20,factory_trad_sr_breakout_v1,traditional_gen1,USDCHF,H4,70,0,0.4664,847.59,1.47,1.208,6.79,0.429,ok
21,factory_trad_bb_meanrev_v1,traditional_gen1,GBPUSD,H1,630,1,0.4645,4747.19,0.975,1.125,16.63,0.494,ok
22,factory_trad_rsi_meanrev_v1,traditional_gen1,GBPUSD,H1,316,1,0.4432,3602.11,1.398,1.162,18.92,0.456,ok
23,factory_hyb_stoch_trend_v1,hybrid_gen1,USDJPY,H4,73,0,0.4415,117.21,1.323,1.2,1.71,0.452,ok
24,factory_trad_rsi_meanrev_v1,traditional_gen1,EURUSD,H1,307,1,0.4373,2641.31,1.121,1.135,13.61,0.45,ok
25,factory_trad_sr_bounce_v1,traditional_gen1,GBPUSD,H1,566,1,0.436,3694.13,0.86,1.106,16.59,0.461,ok
26,factory_hyb_sma_adx_v1,hybrid_gen1,USDCHF,H4,41,0,0.434,508.15,1.498,1.21,4.26,0.415,ok
27,factory_hyb_ema_rsi_pullback_v1,hybrid_gen1,USDCAD,H4,1,0,0.4288,194.58,0.0,inf,0.0,1.0,ok
28,factory_trad_stochastic_v1,traditional_gen1,EURUSD,H4,236,1,0.4281,2024.12,1.216,1.156,13.74,0.504,ok
29,factory_trad_bb_meanrev_v1,traditional_gen1,EURUSD,H4,153,1,0.4259,1985.07,1.69,1.21,17.11,0.484,ok
30,factory_hyb_macd_ema_trend_v1,hybrid_gen1,USDCHF,H4,102,1,0.4244,885.23,1.123,1.152,6.99,0.343,ok
31,factory_trad_adx_trend_v1,traditional_gen1,USDCHF,H4,138,1,0.4236,1274.32,1.227,1.192,9.77,0.37,ok
32,factory_hyb_macd_rsi_v1,hybrid_gen1,GBPUSD,H4,113,1,0.4224,817.77,0.992,1.141,7.36,0.354,ok
33,factory_hyb_stoch_trend_v1,hybrid_gen1,NZDUSD,H4,74,0,0.4222,1008.32,1.784,1.251,8.9,0.459,ok
34,factory_trad_rsi_trend_v1,traditional_gen1,USDJPY,H4,207,1,0.4179,235.87,0.913,1.148,1.67,0.357,ok
35,factory_trad_rsi_meanrev_v1,traditional_gen1,NZDUSD,H4,83,1,0.4156,552.64,0.95,1.115,7.57,0.434,ok
36,factory_trad_cci_meanrev_v1,traditional_gen1,USDCAD,H4,122,1,0.4109,1482.31,1.716,1.229,12.32,0.525,ok
37,factory_trad_donchian_breakout_v1,traditional_gen1,USDCHF,H4,118,1,0.4109,779.32,0.878,1.116,8.47,0.398,ok
38,factory_trad_atr_trail_v1,traditional_gen1,USDJPY,H4,289,1,0.4053,263.31,0.859,1.159,2.56,0.277,ok
39,factory_hyb_macd_ema_trend_v1,hybrid_gen1,USDCAD,H4,51,0,0.4034,606.84,1.518,1.241,7.99,0.373,ok
40,factory_trad_adx_trend_v1,traditional_gen1,USDJPY,H4,155,1,0.4025,159.21,0.823,1.134,1.59,0.381,ok
41,factory_hyb_macd_ema_trend_v1,hybrid_gen1,NZDUSD,H4,85,1,0.4009,950.45,1.431,1.212,8.38,0.388,ok
42,factory_trad_ema_trend_v1,traditional_gen1,USDJPY,H4,295,1,0.4006,256.11,0.823,1.152,2.56,0.271,ok
43,factory_trad_bb_breakout_v1,traditional_gen1,USDJPY,H1,473,1,0.3951,131.12,0.416,1.064,1.49,0.385,ok
44,factory_trad_atr_breakout_v1,traditional_gen1,USDCAD,H4,100,1,0.3948,501.71,0.821,1.123,7.06,0.4,ok
45,factory_hyb_bb_rsi_v1,hybrid_gen1,AUDUSD,H1,395,1,0.3926,2498.27,0.859,1.107,15.46,0.456,ok
46,factory_trad_bb_meanrev_v1,traditional_gen1,NZDUSD,H4,155,1,0.3898,918.32,0.872,1.104,7.36,0.465,ok
47,factory_trad_adx_trend_v1,traditional_gen1,USDCAD,H4,68,0,0.389,616.83,1.258,1.204,8.89,0.382,ok
48,factory_trad_sma_crossover_v1,traditional_gen1,USDJPY,H1,434,1,0.3888,89.65,0.361,1.058,1.15,0.353,ok
49,factory_hyb_macd_rsi_v1,hybrid_gen1,USDCHF,H4,121,1,0.3875,772.97,0.887,1.122,8.47,0.347,ok
50,factory_trad_vwap_bias_v1,traditional_gen1,USDJPY,H1,1570,1,0.3782,271.11,0.386,1.076,1.72,0.273,ok
51,factory_trad_keltner_breakout_v1,traditional_gen1,USDJPY,H1,337,1,0.3713,95.71,0.389,1.059,2.07,0.386,ok
52,factory_hyb_bb_rsi_v1,hybrid_gen1,NZDUSD,H4,106,1,0.3704,569.07,0.795,1.092,9.51,0.425,ok
53,factory_trad_rsi_trend_v1,traditional_gen1,USDJPY,H1,745,1,0.3671,113.13,0.24,1.038,1.97,0.349,ok
54,factory_trad_atr_breakout_v1,traditional_gen1,USDCHF,H4,203,1,0.3668,1275.28,0.912,1.145,12.32,0.374,ok
55,factory_trad_price_vs_ma_v1,traditional_gen1,USDJPY,H1,1686,1,0.3644,170.61,0.24,1.048,1.58,0.268,ok
56,factory_trad_psar_v1,traditional_gen1,USDJPY,H4,263,1,0.3605,91.16,0.385,1.062,2.01,0.365,ok
57,factory_trad_sr_breakout_v1,traditional_gen1,USDCAD,H4,34,0,0.3588,446.92,1.546,1.229,10.52,0.382,ok
58,factory_trad_cci_meanrev_v1,traditional_gen1,NZDUSD,H4,244,1,0.3584,1443.87,0.901,1.1,14.44,0.5,ok
59,factory_trad_sr_breakout_v1,traditional_gen1,USDCHF,H1,274,1,0.3556,1454.47,0.698,1.081,18.15,0.387,ok
60,factory_trad_roc_momentum_v1,traditional_gen1,GBPUSD,H1,1,0,0.3543,63.04,0.0,inf,0.0,1.0,ok
61,factory_trad_sma_crossover_v1,traditional_gen1,USDJPY,H4,105,1,0.3528,70.27,0.557,1.088,1.62,0.352,ok
62,factory_trad_cci_meanrev_v1,traditional_gen1,USDJPY,H1,924,1,0.3487,-322.8,-0.626,0.912,5.15,0.452,ok
63,factory_trad_macd_zero_v1,traditional_gen1,USDJPY,H1,789,1,0.3486,61.41,0.133,1.021,3.04,0.338,ok
64,factory_trad_sr_bounce_v1,traditional_gen1,USDJPY,H1,557,1,0.3485,-449.09,-1.323,0.819,5.57,0.393,ok
65,factory_trad_cci_meanrev_v1,traditional_gen1,GBPUSD,H1,950,1,0.3483,2863.5,0.486,1.058,19.37,0.504,ok
66,factory_trad_cci_meanrev_v1,traditional_gen1,USDJPY,H4,255,1,0.3476,-261.64,-0.972,0.87,4.28,0.439,ok
67,factory_hyb_stoch_trend_v1,hybrid_gen1,USDJPY,H1,248,1,0.3471,-358.25,-2.501,0.698,4.39,0.335,ok
68,factory_hyb_macd_rsi_v1,hybrid_gen1,USDJPY,H1,410,1,0.3467,-100.78,-0.391,0.936,2.17,0.29,ok
69,factory_trad_pivot_bounce_v1,traditional_gen1,USDJPY,H1,4156,1,0.344,-332.21,-0.305,0.943,5.73,0.408,ok
70,factory_trad_adx_trend_v1,traditional_gen1,NZDUSD,H4,113,1,0.3431,917.69,1.133,1.178,13.37,0.372,ok
71,factory_trad_bb_meanrev_v1,traditional_gen1,USDJPY,H1,613,1,0.3429,-81.16,-0.207,0.969,3.1,0.406,ok
72,factory_hyb_bb_rsi_v1,hybrid_gen1,USDJPY,H1,420,1,0.3423,-150.19,-0.546,0.923,2.68,0.374,ok
73,factory_hyb_keltner_adx_v1,hybrid_gen1,USDJPY,H1,287,1,0.3412,52.01,0.246,1.036,1.65,0.376,ok
74,factory_hyb_macd_ema_trend_v1,hybrid_gen1,USDJPY,H1,344,1,0.3402,-90.31,-0.416,0.935,2.62,0.308,ok
75,factory_trad_stochastic_v1,traditional_gen1,USDJPY,H1,828,1,0.3397,-341.64,-0.747,0.898,5.28,0.437,ok
76,factory_hyb_stoch_trend_v1,hybrid_gen1,GBPUSD,H4,69,0,0.3391,524.05,1.057,1.138,9.39,0.435,ok
77,factory_trad_sma_trend_v1,traditional_gen1,USDJPY,H1,1124,1,0.3372,29.55,0.056,1.009,1.72,0.246,ok
78,factory_trad_donchian_breakout_v1,traditional_gen1,USDJPY,H1,468,1,0.3348,11.5,0.045,1.006,2.6,0.372,ok
79,factory_trad_sr_bounce_v1,traditional_gen1,USDJPY,H4,144,1,0.3337,-418.94,-2.533,0.694,4.59,0.347,ok
80,factory_trad_rsi_meanrev_v1,traditional_gen1,USDJPY,H1,368,1,0.3332,-87.46,-0.339,0.951,3.11,0.383,ok
81,factory_trad_atr_trail_v1,traditional_gen1,USDJPY,H1,1204,1,0.333,-379.13,-0.635,0.887,4.54,0.219,ok
82,factory_trad_atr_breakout_v1,traditional_gen1,USDJPY,H4,201,1,0.3322,122.58,0.557,1.095,2.97,0.338,ok
83,factory_trad_ema_trend_v1,traditional_gen1,USDJPY,H1,1219,1,0.3318,-368.66,-0.612,0.891,4.43,0.221,ok
84,factory_hyb_sma_adx_v1,hybrid_gen1,AUDUSD,H1,163,1,0.3313,276.68,0.307,1.029,11.67,0.368,ok
85,factory_trad_stochastic_v1,traditional_gen1,USDJPY,H4,240,1,0.3285,-219.48,-0.86,0.886,4.19,0.425,ok
86,factory_hyb_ema_macd_v1,hybrid_gen1,EURUSD,H4,95,1,0.3283,580.44,0.818,1.109,9.65,0.347,ok
87,factory_trad_ema_crossover_v1,traditional_gen1,EURUSD,H4,95,1,0.3283,580.44,0.818,1.109,9.65,0.347,ok
88,factory_hyb_sma_adx_v1,hybrid_gen1,GBPUSD,H1,161,1,0.3282,386.49,0.393,1.04,11.73,0.391,ok
89,factory_trad_bb_meanrev_v1,traditional_gen1,USDJPY,H4,156,1,0.3243,-284.89,-1.574,0.8,3.59,0.397,ok
90,factory_trad_atr_breakout_v1,traditional_gen1,EURUSD,H4,200,1,0.3235,401.71,0.363,1.043,8.86,0.365,ok
91,factory_trad_bb_meanrev_v1,traditional_gen1,AUDUSD,H1,576,1,0.321,1987.65,0.533,1.058,18.46,0.467,ok
92,factory_trad_rsi_meanrev_v1,traditional_gen1,USDJPY,H4,104,1,0.3183,-177.08,-1.387,0.819,2.3,0.365,ok
93,factory_trad_cci_meanrev_v1,traditional_gen1,AUDUSD,H4,237,1,0.3146,1077.58,0.722,1.086,19.91,0.502,ok
94,factory_hyb_psar_macd_v1,hybrid_gen1,USDCHF,H4,77,0,0.3126,257.31,0.494,1.055,7.77,0.377,ok
95,factory_trad_macd_cross_v1,traditional_gen1,USDJPY,H1,839,1,0.3122,128.77,0.313,1.053,1.77,0.348,ok
96,factory_trad_donchian_breakout_v1,traditional_gen1,USDJPY,H4,132,1,0.3106,33.32,0.207,1.029,2.32,0.356,ok
97,factory_trad_vwap_bias_v1,traditional_gen1,USDJPY,H4,414,1,0.3093,17.96,0.061,1.009,2.0,0.261,ok
98,factory_trad_keltner_breakout_v1,traditional_gen1,USDJPY,H4,99,1,0.3076,11.03,0.097,1.012,2.22,0.354,ok
99,factory_trad_sr_bounce_v1,traditional_gen1,GBPUSD,H4,146,1,0.304,240.09,0.31,1.028,11.59,0.425,ok
100,factory_hyb_bb_rsi_v1,hybrid_gen1,USDJPY,H4,118,1,0.3038,-275.8,-1.988,0.753,3.45,0.356,ok
101,factory_trad_bb_breakout_v1,traditional_gen1,USDJPY,H4,124,1,0.303,-35.37,-0.201,0.968,2.8,0.331,ok
102,factory_hyb_macd_ema_trend_v1,hybrid_gen1,GBPUSD,H4,100,1,0.3019,98.11,0.221,1.018,7.97,0.34,ok
103,factory_trad_psar_v1,traditional_gen1,USDJPY,H1,974,1,0.2996,87.74,0.179,1.03,3.42,0.371,ok
104,factory_hyb_sma_adx_v1,hybrid_gen1,USDJPY,H1,157,1,0.296,-24.55,-0.216,0.966,1.55,0.35,ok
105,factory_hyb_keltner_adx_v1,hybrid_gen1,USDJPY,H4,86,1,0.2954,-7.21,-0.039,0.992,2.23,0.337,ok
106,factory_trad_pivot_bounce_v1,traditional_gen1,USDJPY,H4,1110,1,0.2945,-220.23,-0.387,0.93,2.97,0.441,ok
107,factory_hyb_psar_macd_v1,hybrid_gen1,USDJPY,H1,309,1,0.2928,-105.28,-0.503,0.924,1.92,0.337,ok
108,factory_trad_price_vs_ma_v1,traditional_gen1,USDJPY,H4,469,1,0.2921,-229.23,-0.589,0.895,3.67,0.23,ok
109,factory_hyb_bb_rsi_v1,hybrid_gen1,AUDUSD,H4,113,1,0.2897,199.82,0.329,1.03,11.64,0.434,ok
110,factory_trad_atr_breakout_v1,traditional_gen1,USDJPY,H1,755,1,0.2861,14.45,0.039,1.005,3.31,0.36,ok
111,factory_trad_stochastic_v1,traditional_gen1,NZDUSD,H4,234,1,0.282,607.43,0.458,1.047,13.06,0.496,ok
112,factory_hyb_keltner_adx_v1,hybrid_gen1,GBPUSD,H4,78,0,0.2819,411.96,0.715,1.094,16.06,0.397,ok
113,factory_hyb_ema_macd_v1,hybrid_gen1,USDJPY,H1,374,1,0.2809,-14.44,-0.057,0.99,1.96,0.324,ok
114,factory_trad_ema_crossover_v1,traditional_gen1,USDJPY,H1,374,1,0.2809,-14.44,-0.057,0.99,1.96,0.324,ok
115,factory_trad_psar_v1,traditional_gen1,USDCHF,H4,260,1,0.2806,755.42,0.522,1.073,15.69,0.412,ok
116,factory_trad_sma_trend_v1,traditional_gen1,USDCAD,H4,133,1,0.2797,120.05,0.218,1.024,13.72,0.248,ok
117,factory_hyb_ema_macd_v1,hybrid_gen1,USDJPY,H4,87,1,0.2794,-59.42,-0.582,0.914,2.04,0.322,ok
118,factory_trad_ema_crossover_v1,traditional_gen1,USDJPY,H4,87,1,0.2794,-59.42,-0.582,0.914,2.04,0.322,ok
119,factory_trad_cci_meanrev_v1,traditional_gen1,USDCHF,H4,244,1,0.2783,808.87,0.556,1.058,15.37,0.492,ok
120,factory_trad_pivot_bounce_v1,traditional_gen1,GBPUSD,H4,1243,1,0.2774,159.87,0.08,1.007,11.36,0.439,ok
121,factory_trad_sr_breakout_v1,traditional_gen1,USDJPY,H1,308,1,0.2762,-160.54,-0.715,0.898,2.15,0.37,ok
122,factory_hyb_donchian_adx_v1,hybrid_gen1,USDCHF,H1,317,1,0.2751,538.4,0.305,1.028,17.09,0.366,ok
123,factory_hyb_donchian_adx_v1,hybrid_gen1,USDJPY,H4,100,1,0.2749,-69.93,-0.487,0.929,2.91,0.32,ok
124,factory_hyb_donchian_adx_v1,hybrid_gen1,USDJPY,H1,344,1,0.2733,-205.26,-0.85,0.88,2.45,0.369,ok
125,factory_trad_rsi_meanrev_v1,traditional_gen1,USDCHF,H4,99,1,0.2728,-257.96,-0.26,0.955,13.03,0.394,ok
126,factory_hyb_stoch_trend_v1,hybrid_gen1,AUDUSD,H4,75,0,0.2718,-309.26,-0.471,0.927,16.39,0.373,ok
127,factory_trad_adx_trend_v1,traditional_gen1,USDJPY,H1,495,1,0.2717,-60.17,-0.175,0.97,3.44,0.352,ok
128,factory_trad_bb_meanrev_v1,traditional_gen1,USDCAD,H4,67,0,0.2712,-76.94,-0.065,0.98,9.83,0.433,ok
129,factory_trad_roc_momentum_v1,traditional_gen1,EURUSD,H4,2,0,0.2711,4.59,0.308,1.045,1.0,0.5,ok
130,factory_hyb_donchian_adx_v1,hybrid_gen1,AUDUSD,H4,89,1,0.2708,-1254.54,-1.85,0.76,16.31,0.303,ok
131,factory_hyb_bb_rsi_v1,hybrid_gen1,USDCHF,H4,102,1,0.2704,-4.95,0.087,0.999,11.01,0.402,ok
132,factory_trad_sr_breakout_v1,traditional_gen1,EURUSD,H4,77,0,0.2685,81.3,0.229,1.017,8.1,0.377,ok
133,factory_trad_ema_trend_v1,traditional_gen1,USDCHF,H4,345,1,0.2669,421.32,0.268,1.034,16.87,0.243,ok
134,factory_hyb_ema_macd_v1,hybrid_gen1,NZDUSD,H4,95,1,0.2668,-741.26,-0.922,0.865,12.98,0.305,ok
135,factory_trad_ema_crossover_v1,traditional_gen1,NZDUSD,H4,95,1,0.2668,-741.26,-0.922,0.865,12.98,0.305,ok
136,factory_hyb_macd_ema_trend_v1,hybrid_gen1,AUDUSD,H4,93,1,0.2661,-479.57,-0.557,0.913,11.8,0.312,ok
137,factory_trad_psar_v1,traditional_gen1,EURUSD,H4,263,1,0.2659,-857.22,-0.451,0.921,12.15,0.373,ok
138,factory_trad_sr_bounce_v1,traditional_gen1,EURUSD,H4,149,1,0.2658,238.7,0.305,1.026,13.11,0.423,ok
139,factory_trad_keltner_breakout_v1,traditional_gen1,USDCHF,H4,88,1,0.2653,-325.65,-0.352,0.938,10.12,0.375,ok
140,factory_hyb_ema_rsi_pullback_v1,hybrid_gen1,GBPUSD,H1,4,0,0.2644,27.99,0.877,1.141,1.99,0.5,ok
141,factory_hyb_sma_adx_v1,hybrid_gen1,USDCHF,H1,150,1,0.2636,333.19,0.372,1.039,13.16,0.4,ok
142,factory_trad_sr_breakout_v1,traditional_gen1,AUDUSD,H4,85,1,0.2615,-927.18,-1.314,0.825,17.67,0.329,ok
143,factory_hyb_keltner_adx_v1,hybrid_gen1,USDCAD,H1,132,1,0.2614,118.88,0.211,1.015,15.85,0.364,ok
144,factory_trad_keltner_breakout_v1,traditional_gen1,AUDUSD,H4,82,1,0.2606,-1475.06,-2.385,0.705,19.97,0.305,ok
145,factory_hyb_bb_rsi_v1,hybrid_gen1,GBPUSD,H1,411,1,0.26,1509.12,0.557,1.057,26.33,0.431,ok
146,factory_trad_bb_breakout_v1,traditional_gen1,NZDUSD,H4,122,1,0.2582,-436.07,-0.357,0.936,12.17,0.336,ok
147,factory_hyb_macd_rsi_v1,hybrid_gen1,AUDUSD,H4,122,1,0.2581,-632.11,-0.654,0.897,12.57,0.303,ok
148,factory_trad_sr_breakout_v1,traditional_gen1,NZDUSD,H4,77,0,0.2578,-861.58,-1.427,0.802,17.23,0.338,ok
149,factory_trad_keltner_breakout_v1,traditional_gen1,AUDUSD,H1,312,1,0.2573,-1953.46,-0.763,0.891,21.36,0.346,ok
